entity              ,left          ,top           ,right      ,bottom    ,time_seconds,time        ,id
person              ,0.18433423    ,0.105951615   ,0.73807824 ,0.9909827 ,0.0         ,00:00:00.000,MGrLtKlC5Sc
person              ,0.18437493    ,0.105556145   ,0.7375009  ,0.99027884,0.12        ,00:00:00.120,MGrLtKlC5Sc
person              ,0.18589413    ,0.10555474    ,0.7390192  ,0.99027705,0.24        ,00:00:00.240,MGrLtKlC5Sc
person              ,0.18672909    ,0.12066994    ,0.73939127 ,0.9890594 ,0.36        ,00:00:00.360,MGrLtKlC5Sc
person              ,0.18814486    ,0.12214242    ,0.74051136 ,0.98893213,0.48        ,00:00:00.480,MGrLtKlC5Sc
person              ,0.18912885    ,0.12220206    ,0.74147415 ,0.98887753,0.6         ,00:00:00.600,MGrLtKlC5Sc
person              ,0.18924592    ,0.11319987    ,0.74459517 ,0.99375635,0.72        ,00:00:00.720,MGrLtKlC5Sc
person              ,0.19056985    ,0.111101925   ,0.74603    ,0.99165756,0.84        ,00:00:00.840,MGrLtKlC5Sc
person              ,0.1916041     ,0.1074033     ,0.7470722  ,0.98795885,0.96        ,00:00:00.960,MGrLtKlC5Sc
person              ,0.1914732     ,0.086321674   ,0.7444236  ,1.0002189 ,1.08        ,00:00:01.080,MGrLtKlC5Sc
person              ,0.19111209    ,0.08141222    ,0.7434998  ,0.99658984,1.2         ,00:00:01.200,MGrLtKlC5Sc
person              ,0.19211611    ,0.077754214   ,0.74446297 ,0.99302477,1.32        ,00:00:01.320,MGrLtKlC5Sc
person              ,0.20693633    ,0.06812628    ,0.7378745  ,0.9983989 ,1.44        ,00:00:01.440,MGrLtKlC5Sc
person              ,0.21183184    ,0.065998584   ,0.74088454 ,0.99653375,1.56        ,00:00:01.560,MGrLtKlC5Sc
person              ,0.21526816    ,0.06453846    ,0.74418485 ,0.9950926 ,1.68        ,00:00:01.680,MGrLtKlC5Sc
person              ,0.21391927    ,0.056812156   ,0.7443041  ,0.9898929 ,1.8         ,00:00:01.800,MGrLtKlC5Sc
person              ,0.21317878    ,0.053808626   ,0.7436415  ,0.9858347 ,1.92        ,00:00:01.920,MGrLtKlC5Sc
person              ,0.2120391     ,0.05334292    ,0.74250746 ,0.9852932 ,2.04        ,00:00:02.040,MGrLtKlC5Sc
person              ,0.21550539    ,0.06804404    ,0.7332568  ,0.98172605,2.16        ,00:00:02.160,MGrLtKlC5Sc
person              ,0.21429619    ,0.07228809    ,0.7307985  ,0.9835828 ,2.28        ,00:00:02.280,MGrLtKlC5Sc
person              ,0.21353918    ,0.0747383     ,0.72995234 ,0.9858626 ,2.4         ,00:00:02.400,MGrLtKlC5Sc
person              ,0.21336621    ,0.07142713    ,0.73216534 ,0.9919063 ,2.52        ,00:00:02.520,MGrLtKlC5Sc
person              ,0.21322389    ,0.07422205    ,0.7319774  ,0.99502987,2.64        ,00:00:02.640,MGrLtKlC5Sc
person              ,0.21224134    ,0.07727291    ,0.7309916  ,0.9981044 ,2.76        ,00:00:02.760,MGrLtKlC5Sc
person              ,0.20681305    ,0.08405431    ,0.7339055  ,0.99930817,2.88        ,00:00:02.880,MGrLtKlC5Sc
person              ,0.20655896    ,0.086805865   ,0.7338847  ,1.0007925 ,3.0         ,00:00:03.000,MGrLtKlC5Sc
person              ,0.2066216     ,0.0875045     ,0.733964   ,1.0014004 ,3.12        ,00:00:03.120,MGrLtKlC5Sc
person              ,0.20119889    ,0.093222365   ,0.7339359  ,0.9987616 ,3.24        ,00:00:03.240,MGrLtKlC5Sc
person              ,0.19898438    ,0.09485715    ,0.73179144 ,0.9991221 ,3.36        ,00:00:03.360,MGrLtKlC5Sc
person              ,0.1975001     ,0.09707652    ,0.73031217 ,0.9999611 ,3.48        ,00:00:03.480,MGrLtKlC5Sc
person              ,0.1978261     ,0.091891706   ,0.7367274  ,1.0003828 ,3.6         ,00:00:03.600,MGrLtKlC5Sc
person              ,0.19932908    ,0.09003401    ,0.73838    ,0.9983787 ,3.72        ,00:00:03.720,MGrLtKlC5Sc
person              ,0.19967195    ,0.088955805   ,0.73873365 ,0.99729   ,3.84        ,00:00:03.840,MGrLtKlC5Sc
person              ,0.20138733    ,0.0936454     ,0.73186755 ,0.9928578 ,3.96        ,00:00:03.960,MGrLtKlC5Sc
person              ,0.19944765    ,0.09508306    ,0.7291919  ,0.9924478 ,4.08        ,00:00:04.080,MGrLtKlC5Sc
person              ,0.19828176    ,0.09553126    ,0.72797334 ,0.99276376,4.2         ,00:00:04.200,MGrLtKlC5Sc
person              ,0.19262706    ,0.09473591    ,0.7406144  ,0.9942748 ,4.32        ,00:00:04.320,MGrLtKlC5Sc
person              ,0.19481537    ,0.09563806    ,0.7439457  ,0.9943158 ,4.44        ,00:00:04.440,MGrLtKlC5Sc
person              ,0.19623362    ,0.09590136    ,0.745446   ,0.99451727,4.56        ,00:00:04.560,MGrLtKlC5Sc
person              ,0.18697993    ,0.08843059    ,0.747104   ,1.0002633 ,4.68        ,00:00:04.680,MGrLtKlC5Sc
person              ,0.184056      ,0.087679476   ,0.74493486 ,1.0001314 ,4.8         ,00:00:04.800,MGrLtKlC5Sc
person              ,0.18267183    ,0.08743675    ,0.74360514 ,0.9999333 ,4.92        ,00:00:04.920,MGrLtKlC5Sc
person              ,0.19133595    ,0.10465964    ,0.75323343 ,0.98747045,5.04        ,00:00:05.040,MGrLtKlC5Sc
person              ,0.19696277    ,0.10783495    ,0.75869423 ,0.9872608 ,5.16        ,00:00:05.160,MGrLtKlC5Sc
person              ,0.19952905    ,0.108634084   ,0.7612487  ,0.9878193 ,5.28        ,00:00:05.280,MGrLtKlC5Sc
person              ,0.1998288     ,0.08973329    ,0.7538299  ,0.9901379 ,5.4         ,00:00:05.400,MGrLtKlC5Sc
person              ,0.19748741    ,0.08451937    ,0.75067574 ,0.98583716,5.52        ,00:00:05.520,MGrLtKlC5Sc
person              ,0.19626445    ,0.082243666   ,0.749394   ,0.98362744,5.64        ,00:00:05.640,MGrLtKlC5Sc
person              ,0.1941918     ,0.09662336    ,0.7464149  ,0.9905008 ,5.76        ,00:00:05.760,MGrLtKlC5Sc
person              ,0.19287303    ,0.10329965    ,0.7444829  ,0.99641407,5.88        ,00:00:05.880,MGrLtKlC5Sc
person              ,0.19179446    ,0.10642748    ,0.74336034 ,0.9994873 ,6.0         ,00:00:06.000,MGrLtKlC5Sc
person              ,0.1922218     ,0.1034001     ,0.7425671  ,1.0007138 ,6.12        ,00:00:06.120,MGrLtKlC5Sc
person              ,0.19236879    ,0.1020953     ,0.7423936  ,0.9993241 ,6.24        ,00:00:06.240,MGrLtKlC5Sc
person              ,0.19253115    ,0.10099845    ,0.74253297 ,0.99822116,6.36        ,00:00:06.360,MGrLtKlC5Sc
person              ,0.19725874    ,0.08776009    ,0.74637365 ,0.99322355,6.48        ,00:00:06.480,MGrLtKlC5Sc
person              ,0.19971801    ,0.08177438    ,0.74820423 ,0.9873233 ,6.6         ,00:00:06.600,MGrLtKlC5Sc
person              ,0.20067447    ,0.078220665   ,0.74911547 ,0.98377573,6.72        ,00:00:06.720,MGrLtKlC5Sc
person              ,0.20075953    ,0.07053504    ,0.74608433 ,0.9843166 ,6.84        ,00:00:06.840,MGrLtKlC5Sc
person              ,0.20005372    ,0.06742012    ,0.744642   ,0.98130125,6.96        ,00:00:06.960,MGrLtKlC5Sc
person              ,0.19848341    ,0.06552296    ,0.74301875 ,0.9794113 ,7.08        ,00:00:07.080,MGrLtKlC5Sc
person              ,0.19637872    ,0.05272023    ,0.74538374 ,0.99576515,7.2         ,00:00:07.200,MGrLtKlC5Sc
person              ,0.19598702    ,0.052175075   ,0.74519026 ,0.99651814,7.32        ,00:00:07.320,MGrLtKlC5Sc
person              ,0.19542922    ,0.05317484    ,0.74464685 ,0.997612  ,7.44        ,00:00:07.440,MGrLtKlC5Sc
person              ,0.20591642    ,0.06673641    ,0.7265606  ,0.98647547,7.56        ,00:00:07.560,MGrLtKlC5Sc
person              ,0.20484006    ,0.06829041    ,0.7229995  ,0.985176  ,7.68        ,00:00:07.680,MGrLtKlC5Sc
person              ,0.20394531    ,0.06835531    ,0.72192776 ,0.98503774,7.8         ,00:00:07.800,MGrLtKlC5Sc
person              ,0.18469231    ,0.061537832   ,0.7312633  ,0.9852426 ,7.92        ,00:00:07.920,MGrLtKlC5Sc
person              ,0.18108429    ,0.059108242   ,0.72938746 ,0.9827261 ,8.04        ,00:00:08.040,MGrLtKlC5Sc
person              ,0.1799804     ,0.058737915   ,0.7284082  ,0.9823495 ,8.16        ,00:00:08.160,MGrLtKlC5Sc
person              ,0.17620622    ,0.06581798    ,0.73402774 ,0.99239457,8.28        ,00:00:08.280,MGrLtKlC5Sc
person              ,0.17750838    ,0.072809935   ,0.7353215  ,0.99792325,8.4         ,00:00:08.400,MGrLtKlC5Sc
person              ,0.17980501    ,0.07700505    ,0.7376176  ,1.000724  ,8.52        ,00:00:08.520,MGrLtKlC5Sc
person              ,0.18005234    ,0.09926151    ,0.74889386 ,0.99212354,8.64        ,00:00:08.640,MGrLtKlC5Sc
person              ,0.18333422    ,0.10386044    ,0.75281644 ,0.994322  ,8.76        ,00:00:08.760,MGrLtKlC5Sc
person              ,0.18527967    ,0.104999006   ,0.7548074  ,0.99529   ,8.88        ,00:00:08.880,MGrLtKlC5Sc
person              ,0.18581784    ,0.10636406    ,0.7514334  ,0.99591553,9.0         ,00:00:09.000,MGrLtKlC5Sc
person              ,0.1845075     ,0.107660115   ,0.74940664 ,0.9965966 ,9.12        ,00:00:09.120,MGrLtKlC5Sc
person              ,0.18294267    ,0.10788387    ,0.74779046 ,0.99677616,9.24        ,00:00:09.240,MGrLtKlC5Sc
person              ,0.17280585    ,0.11367049    ,0.75324136 ,0.9969415 ,9.36        ,00:00:09.360,MGrLtKlC5Sc
person              ,0.17104726    ,0.11559686    ,0.7522389  ,0.9976363 ,9.48        ,00:00:09.480,MGrLtKlC5Sc
person              ,0.17048748    ,0.11606958    ,0.7517333  ,0.99802077,9.6         ,00:00:09.600,MGrLtKlC5Sc
person              ,0.1789766     ,0.11187331    ,0.7456741  ,0.9955588 ,9.72        ,00:00:09.720,MGrLtKlC5Sc
person              ,0.18062176    ,0.10947327    ,0.7455987  ,0.9928319 ,9.84        ,00:00:09.840,MGrLtKlC5Sc
person              ,0.18114759    ,0.10814992    ,0.7460009  ,0.99148506,9.96        ,00:00:09.960,MGrLtKlC5Sc
person              ,0.17921296    ,0.10862295    ,0.7448207  ,0.99367815,10.08       ,00:00:10.080,MGrLtKlC5Sc
person              ,0.17837027    ,0.1100654     ,0.743994   ,0.99481153,10.2        ,00:00:10.200,MGrLtKlC5Sc
person              ,0.17796944    ,0.11086785    ,0.7435944  ,0.9955918 ,10.32       ,00:00:10.320,MGrLtKlC5Sc
person              ,0.17714185    ,0.10434007    ,0.7435547  ,0.99975085,10.44       ,00:00:10.440,MGrLtKlC5Sc
person              ,0.17706373    ,0.10326575    ,0.74347043 ,0.9990686 ,10.56       ,00:00:10.560,MGrLtKlC5Sc
person              ,0.1771064     ,0.10276992    ,0.7435127  ,0.998601  ,10.68       ,00:00:10.680,MGrLtKlC5Sc
person              ,0.18091996    ,0.10471738    ,0.737866   ,0.99142116,10.8        ,00:00:10.800,MGrLtKlC5Sc
person              ,0.18069382    ,0.10414145    ,0.7362683  ,0.98900557,10.92       ,00:00:10.920,MGrLtKlC5Sc
person              ,0.18030621    ,0.1027638     ,0.7357825  ,0.98749626,11.04       ,00:00:11.040,MGrLtKlC5Sc
person              ,0.18590605    ,0.09481033    ,0.7337166  ,0.98495716,11.16       ,00:00:11.160,MGrLtKlC5Sc
person              ,0.18719642    ,0.091653526   ,0.7341387  ,0.9819219 ,11.28       ,00:00:11.280,MGrLtKlC5Sc
person              ,0.18811093    ,0.089577705   ,0.7349908  ,0.9798548 ,11.4        ,00:00:11.400,MGrLtKlC5Sc
person              ,0.17799515    ,0.08956311    ,0.74187976 ,0.984382  ,11.52       ,00:00:11.520,MGrLtKlC5Sc
person              ,0.17686331    ,0.09150705    ,0.7416381  ,0.9859785 ,11.64       ,00:00:11.640,MGrLtKlC5Sc
person              ,0.1769509     ,0.09181074    ,0.7417897  ,0.98625714,11.76       ,00:00:11.760,MGrLtKlC5Sc
person              ,0.18330243    ,0.09553199    ,0.7329885  ,0.9956492 ,11.88       ,00:00:11.880,MGrLtKlC5Sc
person              ,0.18341784    ,0.100530595   ,0.73194516 ,0.99925005,12.0        ,00:00:12.000,MGrLtKlC5Sc
person              ,0.18330812    ,0.10358469    ,0.73175204 ,1.0009143 ,12.12       ,00:00:12.120,MGrLtKlC5Sc
person              ,0.17923631    ,0.10850446    ,0.73985046 ,1.0006874 ,12.24       ,00:00:12.240,MGrLtKlC5Sc
person              ,0.1801917     ,0.110646605   ,0.74110603 ,1.001061  ,12.36       ,00:00:12.360,MGrLtKlC5Sc
person              ,0.1811676     ,0.10989145    ,0.74210346 ,1.0014682 ,12.48       ,00:00:12.480,MGrLtKlC5Sc
person              ,0.18478413    ,0.0972664     ,0.7357648  ,1.0036666 ,12.6        ,00:00:12.600,MGrLtKlC5Sc
person              ,0.1846729     ,0.09400011    ,0.73474365 ,1.0009053 ,12.72       ,00:00:12.720,MGrLtKlC5Sc
person              ,0.18438648    ,0.092512585   ,0.73439157 ,0.99945426,12.84       ,00:00:12.840,MGrLtKlC5Sc
person              ,0.18826799    ,0.09376482    ,0.73541903 ,0.9969654 ,12.96       ,00:00:12.960,MGrLtKlC5Sc
person              ,0.19009113    ,0.09287063    ,0.7369859  ,0.9956788 ,13.08       ,00:00:13.080,MGrLtKlC5Sc
person              ,0.19091766    ,0.09249172    ,0.7377941  ,0.99527174,13.2        ,00:00:13.200,MGrLtKlC5Sc
person              ,0.18326506    ,0.09315089    ,0.7477046  ,0.9883088 ,13.32       ,00:00:13.320,MGrLtKlC5Sc
person              ,0.18323322    ,0.09162908    ,0.7487733  ,0.98612463,13.44       ,00:00:13.440,MGrLtKlC5Sc
person              ,0.18330297    ,0.0909143     ,0.7489219  ,0.98536247,13.56       ,00:00:13.560,MGrLtKlC5Sc
person              ,0.18420969    ,0.09736562    ,0.7481272  ,0.99395823,13.68       ,00:00:13.680,MGrLtKlC5Sc
person              ,0.1845404     ,0.10257928    ,0.74786735 ,0.99846715,13.8        ,00:00:13.800,MGrLtKlC5Sc
person              ,0.18452592    ,0.10603115    ,0.7478104  ,1.0005792 ,13.92       ,00:00:13.920,MGrLtKlC5Sc
person              ,0.18257737    ,0.10452808    ,0.7408387  ,1.0020521 ,14.04       ,00:00:14.040,MGrLtKlC5Sc
person              ,0.1801558     ,0.10342913    ,0.7380006  ,1.000673  ,14.16       ,00:00:14.160,MGrLtKlC5Sc
person              ,0.17945209    ,0.10156663    ,0.7372669  ,0.9987904 ,14.28       ,00:00:14.280,MGrLtKlC5Sc
person              ,0.17852336    ,0.09363868    ,0.73993564 ,0.9957444 ,14.4        ,00:00:14.400,MGrLtKlC5Sc
person              ,0.17909665    ,0.090650134   ,0.7400683  ,0.9920906 ,14.52       ,00:00:14.520,MGrLtKlC5Sc
person              ,0.17987457    ,0.08757147    ,0.74081457 ,0.9889641 ,14.64       ,00:00:14.640,MGrLtKlC5Sc
person              ,0.18821272    ,0.071150444   ,0.7329185  ,0.9946149 ,14.76       ,00:00:14.760,MGrLtKlC5Sc
person              ,0.18956797    ,0.06738784    ,0.73266226 ,0.99227685,14.88       ,00:00:14.880,MGrLtKlC5Sc
person              ,0.19037163    ,0.066295534   ,0.7333494  ,0.9912876 ,15.0        ,00:00:15.000,MGrLtKlC5Sc
person              ,0.18636842    ,0.0684745     ,0.73797804 ,0.99346995,15.12       ,00:00:15.120,MGrLtKlC5Sc
person              ,0.18629616    ,0.07077121    ,0.73786205 ,0.9944817 ,15.24       ,00:00:15.240,MGrLtKlC5Sc
person              ,0.18616442    ,0.071852826   ,0.73772717 ,0.99547106,15.36       ,00:00:15.360,MGrLtKlC5Sc
person              ,0.18485959    ,0.076903425   ,0.74007154 ,0.9976102 ,15.48       ,00:00:15.480,MGrLtKlC5Sc
person              ,0.18509956    ,0.07926541    ,0.74054986 ,0.9988004 ,15.6        ,00:00:15.600,MGrLtKlC5Sc
person              ,0.18525228    ,0.07998128    ,0.7407197  ,0.9994322 ,15.72       ,00:00:15.720,MGrLtKlC5Sc
person              ,0.18490371    ,0.09172974    ,0.7437595  ,0.99797195,15.84       ,00:00:15.840,MGrLtKlC5Sc
person              ,0.18538594    ,0.09574333    ,0.7439984  ,1.0000584 ,15.96       ,00:00:15.960,MGrLtKlC5Sc
person              ,0.18500692    ,0.09809449    ,0.74360204 ,1.0009826 ,16.08       ,00:00:16.080,MGrLtKlC5Sc
person              ,0.18189749    ,0.09911372    ,0.74117374 ,0.99500287,16.2        ,00:00:16.200,MGrLtKlC5Sc
person              ,0.18022497    ,0.097476505   ,0.7388676  ,0.9920244 ,16.32       ,00:00:16.320,MGrLtKlC5Sc
person              ,0.17930605    ,0.09616033    ,0.7379033  ,0.99061227,16.44       ,00:00:16.440,MGrLtKlC5Sc
person              ,0.18173447    ,0.092540145   ,0.7403561  ,0.99441266,16.56       ,00:00:16.560,MGrLtKlC5Sc
person              ,0.1839227     ,0.09352221    ,0.7425185  ,0.9949459 ,16.68       ,00:00:16.680,MGrLtKlC5Sc
person              ,0.18512945    ,0.09325596    ,0.74372333 ,0.9946473 ,16.8        ,00:00:16.800,MGrLtKlC5Sc
person              ,0.18583164    ,0.09850138    ,0.7442739  ,0.9875183 ,16.92       ,00:00:16.920,MGrLtKlC5Sc
person              ,0.18589555    ,0.09862381    ,0.74375314 ,0.9862323 ,17.04       ,00:00:17.040,MGrLtKlC5Sc
person              ,0.18562861    ,0.097590156   ,0.7434443  ,0.98509794,17.16       ,00:00:17.160,MGrLtKlC5Sc
person              ,0.1838902     ,0.096538655   ,0.74691963 ,0.9883392 ,17.28       ,00:00:17.280,MGrLtKlC5Sc
person              ,0.18431711    ,0.09698896    ,0.74758023 ,0.9886652 ,17.4        ,00:00:17.400,MGrLtKlC5Sc
person              ,0.18454525    ,0.09721029    ,0.74782515 ,0.98887765,17.52       ,00:00:17.520,MGrLtKlC5Sc
person              ,0.18533945    ,0.097673066   ,0.74703246 ,0.99011934,17.64       ,00:00:17.640,MGrLtKlC5Sc
person              ,0.1854399     ,0.09856025    ,0.74643165 ,0.9902829 ,17.76       ,00:00:17.760,MGrLtKlC5Sc
person              ,0.18528236    ,0.09880326    ,0.74622375 ,0.9904739 ,17.88       ,00:00:17.880,MGrLtKlC5Sc
person              ,0.18628053    ,0.09999517    ,0.7388161  ,0.99016494,18.0        ,00:00:18.000,MGrLtKlC5Sc
person              ,0.18471617    ,0.10037186    ,0.7363485  ,0.98935264,18.12       ,00:00:18.120,MGrLtKlC5Sc
person              ,0.18337305    ,0.10104902    ,0.7349405  ,0.9899445 ,18.24       ,00:00:18.240,MGrLtKlC5Sc
person              ,0.18116735    ,0.09610237    ,0.73250234 ,0.9861088 ,18.36       ,00:00:18.360,MGrLtKlC5Sc
person              ,0.18007912    ,0.09376739    ,0.7309001  ,0.9827366 ,18.48       ,00:00:18.480,MGrLtKlC5Sc
person              ,0.17965567    ,0.09329138    ,0.7304398  ,0.9821861 ,18.6        ,00:00:18.600,MGrLtKlC5Sc
person              ,0.17791517    ,0.100085884   ,0.7430358  ,0.9883262 ,18.72       ,00:00:18.720,MGrLtKlC5Sc
person              ,0.18100423    ,0.105126046   ,0.74659306 ,0.9926792 ,18.84       ,00:00:18.840,MGrLtKlC5Sc
person              ,0.18212903    ,0.10833971    ,0.7477514  ,0.9958435 ,18.96       ,00:00:18.960,MGrLtKlC5Sc
person              ,0.1924742     ,0.12670614    ,0.74234354 ,0.9883366 ,19.08       ,00:00:19.080,MGrLtKlC5Sc
person              ,0.1943091     ,0.13035284    ,0.7428485  ,0.9889209 ,19.2        ,00:00:19.200,MGrLtKlC5Sc
person              ,0.19466609    ,0.13181025    ,0.7431109  ,0.99016047,19.32       ,00:00:19.320,MGrLtKlC5Sc
person              ,0.1875149     ,0.12175186    ,0.74787915 ,0.99518275,19.44       ,00:00:19.440,MGrLtKlC5Sc
person              ,0.18606234    ,0.12046219    ,0.7469585  ,0.9940603 ,19.56       ,00:00:19.560,MGrLtKlC5Sc
person              ,0.18532364    ,0.11969466    ,0.7462582  ,0.9933048 ,19.68       ,00:00:19.680,MGrLtKlC5Sc
person              ,0.18474247    ,0.10993732    ,0.7433078  ,0.99632627,19.8        ,00:00:19.800,MGrLtKlC5Sc
person              ,0.18420044    ,0.10748173    ,0.7420672  ,0.9936129 ,19.92       ,00:00:19.920,MGrLtKlC5Sc
person              ,0.1843713     ,0.10547106    ,0.7421877  ,0.99158365,20.04       ,00:00:20.040,MGrLtKlC5Sc
person              ,0.1736995     ,0.10851199    ,0.75147057 ,0.9916473 ,20.16       ,00:00:20.160,MGrLtKlC5Sc
person              ,0.17312123    ,0.11007192    ,0.75194603 ,0.9921017 ,20.28       ,00:00:20.280,MGrLtKlC5Sc
person              ,0.1726887     ,0.11077755    ,0.75158906 ,0.9927281 ,20.4        ,00:00:20.400,MGrLtKlC5Sc
person              ,0.17644337    ,0.111833476   ,0.75224555 ,0.99754024,20.52       ,00:00:20.520,MGrLtKlC5Sc
person              ,0.17788774    ,0.11383213    ,0.75294536 ,0.9986251 ,20.64       ,00:00:20.640,MGrLtKlC5Sc
person              ,0.17840084    ,0.11365947    ,0.753405   ,0.99838674,20.76       ,00:00:20.760,MGrLtKlC5Sc
person              ,0.18134777    ,0.11468764    ,0.74938506 ,0.9983943 ,20.88       ,00:00:20.880,MGrLtKlC5Sc
person              ,0.18102777    ,0.114533536   ,0.74827623 ,0.9978937 ,21.0        ,00:00:21.000,MGrLtKlC5Sc
person              ,0.18108165    ,0.11340999    ,0.7482735  ,0.9967452 ,21.12       ,00:00:21.120,MGrLtKlC5Sc
person              ,0.18093081    ,0.10079475    ,0.7450353  ,0.9969444 ,21.24       ,00:00:21.240,MGrLtKlC5Sc
person              ,0.18000354    ,0.09589045    ,0.7433441  ,0.9917466 ,21.36       ,00:00:21.360,MGrLtKlC5Sc
person              ,0.17987488    ,0.091811135   ,0.74316037 ,0.98764604,21.48       ,00:00:21.480,MGrLtKlC5Sc
person              ,0.17125124    ,0.07443769    ,0.74527085 ,0.99185246,21.6        ,00:00:21.600,MGrLtKlC5Sc
person              ,0.16900814    ,0.07090961    ,0.7432125  ,0.98891884,21.72       ,00:00:21.720,MGrLtKlC5Sc
person              ,0.16713151    ,0.068292886   ,0.7413492  ,0.98634505,21.84       ,00:00:21.840,MGrLtKlC5Sc
person              ,0.16485964    ,0.068895265   ,0.74377036 ,0.9889098 ,21.96       ,00:00:21.960,MGrLtKlC5Sc
person              ,0.16536394    ,0.07128612    ,0.74427044 ,0.99077153,22.08       ,00:00:22.080,MGrLtKlC5Sc
person              ,0.16537544    ,0.07443245    ,0.74428165 ,0.9938798 ,22.2        ,00:00:22.200,MGrLtKlC5Sc
person              ,0.17301542    ,0.0798684     ,0.7460875  ,0.99166554,22.32       ,00:00:22.320,MGrLtKlC5Sc
person              ,0.17613068    ,0.08184679    ,0.74809146 ,0.993007  ,22.44       ,00:00:22.440,MGrLtKlC5Sc
person              ,0.17729633    ,0.08255313    ,0.74917746 ,0.9936678 ,22.56       ,00:00:22.560,MGrLtKlC5Sc
person              ,0.17241532    ,0.0758079     ,0.74382764 ,0.99656785,22.68       ,00:00:22.680,MGrLtKlC5Sc
person              ,0.1693116     ,0.07524407    ,0.74042827 ,0.9960721 ,22.8        ,00:00:22.800,MGrLtKlC5Sc
person              ,0.16764759    ,0.07662083    ,0.738743   ,0.9974538 ,22.92       ,00:00:22.920,MGrLtKlC5Sc
person              ,0.17642592    ,0.08369297    ,0.7304984  ,0.99144906,23.04       ,00:00:23.040,MGrLtKlC5Sc
person              ,0.17782423    ,0.08569805    ,0.7302916  ,0.991411  ,23.16       ,00:00:23.160,MGrLtKlC5Sc
person              ,0.178383      ,0.08541478    ,0.7307356  ,0.9909816 ,23.28       ,00:00:23.280,MGrLtKlC5Sc
person              ,0.17104684    ,0.07158409    ,0.7405223  ,1.0006421 ,23.4        ,00:00:23.400,MGrLtKlC5Sc
person              ,0.17116939    ,0.069748454   ,0.7414214  ,1.0001957 ,23.52       ,00:00:23.520,MGrLtKlC5Sc
person              ,0.17133626    ,0.06916649    ,0.7416444  ,0.9997143 ,23.64       ,00:00:23.640,MGrLtKlC5Sc
person              ,0.17260687    ,0.08663455    ,0.7445235  ,0.99317515,23.76       ,00:00:23.760,MGrLtKlC5Sc
person              ,0.17356199    ,0.09085678    ,0.74543995 ,0.99519265,23.88       ,00:00:23.880,MGrLtKlC5Sc
person              ,0.17437416    ,0.093195245   ,0.7462494  ,0.99737406,24.0        ,00:00:24.000,MGrLtKlC5Sc
person              ,0.17441626    ,0.09400906    ,0.7465615  ,0.9938677 ,24.12       ,00:00:24.120,MGrLtKlC5Sc
person              ,0.17458333    ,0.09393557    ,0.74647766 ,0.99263614,24.24       ,00:00:24.240,MGrLtKlC5Sc
person              ,0.17451091    ,0.09347365    ,0.74638724 ,0.99209124,24.36       ,00:00:24.360,MGrLtKlC5Sc
person              ,0.1736159     ,0.090768315   ,0.75389576 ,0.99002624,24.48       ,00:00:24.480,MGrLtKlC5Sc
person              ,0.17550205    ,0.08929507    ,0.75595725 ,0.98795265,24.6        ,00:00:24.600,MGrLtKlC5Sc
person              ,0.17636383    ,0.08849112    ,0.75683165 ,0.9871056 ,24.72       ,00:00:24.720,MGrLtKlC5Sc
person              ,0.17624296    ,0.091071315   ,0.7500098  ,0.99404866,24.84       ,00:00:24.840,MGrLtKlC5Sc
person              ,0.17444403    ,0.092873074   ,0.74718016 ,0.99566525,24.96       ,00:00:24.960,MGrLtKlC5Sc
person              ,0.17373839    ,0.0936141     ,0.74640036 ,0.9963929 ,25.08       ,00:00:25.080,MGrLtKlC5Sc
person              ,0.17158507    ,0.0953572     ,0.7402519  ,0.99195504,25.2        ,00:00:25.200,MGrLtKlC5Sc
person              ,0.16948105    ,0.094963826   ,0.7374998  ,0.99085194,25.32       ,00:00:25.320,MGrLtKlC5Sc
person              ,0.16853839    ,0.09371429    ,0.7365107  ,0.98955154,25.44       ,00:00:25.440,MGrLtKlC5Sc
person              ,0.16270131    ,0.08121272    ,0.73536587 ,0.9924775 ,25.56       ,00:00:25.560,MGrLtKlC5Sc
person              ,0.16154099    ,0.07818216    ,0.73419785 ,0.98930436,25.68       ,00:00:25.680,MGrLtKlC5Sc
person              ,0.16133133    ,0.07599489    ,0.7339877  ,0.9871068 ,25.8        ,00:00:25.800,MGrLtKlC5Sc
person              ,0.15638295    ,0.07206219    ,0.74407685 ,0.99609905,25.92       ,00:00:25.920,MGrLtKlC5Sc
person              ,0.15778504    ,0.07457025    ,0.746024   ,0.99821204,26.04       ,00:00:26.040,MGrLtKlC5Sc
person              ,0.15913202    ,0.07600563    ,0.74741024 ,0.99961895,26.16       ,00:00:26.160,MGrLtKlC5Sc
person              ,0.16560008    ,0.07666746    ,0.7414978  ,0.9890746 ,26.28       ,00:00:26.280,MGrLtKlC5Sc
person              ,0.1666659     ,0.07441456    ,0.7410048  ,0.9856184 ,26.4        ,00:00:26.400,MGrLtKlC5Sc
person              ,0.16675335    ,0.07393085    ,0.74098074 ,0.98504865,26.52       ,00:00:26.520,MGrLtKlC5Sc
person              ,0.16909173    ,0.08486463    ,0.74750197 ,0.990766  ,26.64       ,00:00:26.640,MGrLtKlC5Sc
person              ,0.17166284    ,0.09038272    ,0.7498083  ,0.99467367,26.76       ,00:00:26.760,MGrLtKlC5Sc
person              ,0.1731695     ,0.093479194   ,0.751296   ,0.9976548 ,26.88       ,00:00:26.880,MGrLtKlC5Sc
