id         ,object_id,object_name                      ,time_seconds,left         ,top           ,right      ,bottom
c2B1ghS1fOE,1578e3ae ,person                           ,43.92       ,0.13969068   ,0.44820666    ,0.2195012  ,0.81860584
c2B1ghS1fOE,1578e3ae ,person                           ,44.04       ,0.1486501    ,0.43089288    ,0.22834653 ,0.80169463
c2B1ghS1fOE,1578e3ae ,person                           ,44.16       ,0.15437928   ,0.4018328     ,0.23406741 ,0.77266383
c2B1ghS1fOE,1578e3ae ,person                           ,44.28       ,0.16210553   ,0.37631983    ,0.23380601 ,0.7459166
c2B1ghS1fOE,1578e3ae ,person                           ,44.4        ,0.16510642   ,0.36813828    ,0.23551849 ,0.73759365
c2B1ghS1fOE,1578e3ae ,person                           ,44.52       ,0.17563257   ,0.36865765    ,0.24595222 ,0.73810285
c2B1ghS1fOE,1578e3ae ,person                           ,44.64       ,0.18035568   ,0.37319142    ,0.23295522 ,0.7409287
c2B1ghS1fOE,1578e3ae ,person                           ,44.76       ,0.17861958   ,0.37659088    ,0.2295312  ,0.7433343
c2B1ghS1fOE,1578e3ae ,person                           ,44.88       ,0.17649846   ,0.37002546    ,0.22946465 ,0.7534578
c2B1ghS1fOE,1578e3ae ,person                           ,45.0        ,0.17847656   ,0.37769583    ,0.23525207 ,0.7416663
c2B1ghS1fOE,1578e3ae ,person                           ,45.12       ,0.18020833   ,0.37452713    ,0.2372215  ,0.7358404
c2B1ghS1fOE,1578e3ae ,person                           ,45.24       ,0.18004651   ,0.3671955     ,0.23707646 ,0.7283211
c2B1ghS1fOE,1578e3ae ,person                           ,45.36       ,0.17065527   ,0.36714488    ,0.22669269 ,0.69902056
c2B1ghS1fOE,1578e3ae ,person                           ,45.48       ,0.16411655   ,0.36221516    ,0.21962512 ,0.6915716
c2B1ghS1fOE,1578e3ae ,person                           ,45.6        ,0.16066152   ,0.360265      ,0.21613312 ,0.68944526
c2B1ghS1fOE,1578e3ae ,person                           ,45.72       ,0.16148928   ,0.3579756     ,0.2084176  ,0.68368614
c2B1ghS1fOE,1578e3ae ,person                           ,45.84       ,0.16255781   ,0.35392216    ,0.2087113  ,0.678973
c2B1ghS1fOE,b60342a2 ,person                           ,41.04       ,0.12581205   ,0.4647413     ,0.17849922 ,0.74860424
c2B1ghS1fOE,b60342a2 ,person                           ,41.16       ,0.12578128   ,0.46666375    ,0.17812556 ,0.7499979
c2B1ghS1fOE,b60342a2 ,person                           ,41.28       ,0.12730062   ,0.46801987    ,0.1796444  ,0.75135326
c2B1ghS1fOE,b60342a2 ,person                           ,41.4        ,0.1321243    ,0.46827433    ,0.18446806 ,0.75160766
c2B1ghS1fOE,b60342a2 ,person                           ,41.52       ,0.13672292   ,0.45987564    ,0.19124214 ,0.75610065
c2B1ghS1fOE,b60342a2 ,person                           ,41.64       ,0.0638569    ,0.36370173    ,0.14916477 ,0.89813066
c2B1ghS1fOE,b60342a2 ,person                           ,41.76       ,0.051573943  ,0.3761428     ,0.13314806 ,0.8878385
c2B1ghS1fOE,b60342a2 ,person                           ,41.88       ,0.035399303  ,0.37677598    ,0.11667575 ,0.88665926
c2B1ghS1fOE,b60342a2 ,person                           ,42.0        ,0.04946157   ,0.45009738    ,0.11007339 ,0.7919824
c2B1ghS1fOE,b60342a2 ,person                           ,42.12       ,0.10672059   ,0.43938377    ,0.15707043 ,0.8095145
c2B1ghS1fOE,b60342a2 ,person                           ,42.24       ,0.10451427   ,0.4362943     ,0.18872353 ,0.82607853
c2B1ghS1fOE,b60342a2 ,person                           ,42.36       ,0.13216174   ,0.45572686    ,0.18151829 ,0.78560543
c2B1ghS1fOE,b60342a2 ,person                           ,42.48       ,0.13485909   ,0.44413742    ,0.18019575 ,0.7538329
c2B1ghS1fOE,b60342a2 ,person                           ,42.6        ,0.1408328    ,0.4421929     ,0.186147   ,0.75191325
c2B1ghS1fOE,b60342a2 ,person                           ,42.72       ,0.147804     ,0.48353696    ,0.21561117 ,0.74294865
c2B1ghS1fOE,b60342a2 ,person                           ,42.84       ,0.18980365   ,0.41547713    ,0.26712662 ,0.8009275
c2B1ghS1fOE,b60342a2 ,person                           ,42.96       ,0.2105672    ,0.4075922     ,0.28790933 ,0.80133605
c2B1ghS1fOE,b60342a2 ,person                           ,43.08       ,0.21487226   ,0.4024659     ,0.29221588 ,0.79685986
c2B1ghS1fOE,b60342a2 ,person                           ,43.2        ,0.20288883   ,0.40369287    ,0.271042   ,0.7906147
c2B1ghS1fOE,b60342a2 ,person                           ,43.32       ,0.18933459   ,0.40209654    ,0.25659105 ,0.7882656
c2B1ghS1fOE,b60342a2 ,person                           ,43.44       ,0.18076871   ,0.40150166    ,0.24796116 ,0.7876169
c2B1ghS1fOE,b60342a2 ,person                           ,43.56       ,0.17449184   ,0.40075526    ,0.2416797  ,0.78686666
c2B1ghS1fOE,b60342a2 ,person                           ,43.68       ,0.16778958   ,0.3994793     ,0.23497744 ,0.7855907
c2B1ghS1fOE,b60342a2 ,person                           ,43.8        ,0.16108733   ,0.39820337    ,0.2282752  ,0.78431475
c2B1ghS1fOE,b60342a2 ,person                           ,43.92       ,0.19300565   ,0.4449639     ,0.2313346  ,0.7402497
c2B1ghS1fOE,b60342a2 ,person                           ,44.04       ,0.20113836   ,0.4153622     ,0.24945685 ,0.762923
c2B1ghS1fOE,b60342a2 ,person                           ,44.16       ,0.20622636   ,0.39463428    ,0.25465497 ,0.7418817
c2B1ghS1fOE,b60342a2 ,person                           ,44.28       ,0.21110538   ,0.3820942     ,0.25954223 ,0.72931826
c2B1ghS1fOE,b60342a2 ,person                           ,44.4        ,0.2162912    ,0.37496188    ,0.26472867 ,0.72218424
c2B1ghS1fOE,b60342a2 ,person                           ,44.52       ,0.22035715   ,0.365125      ,0.27096668 ,0.72779274
c2B1ghS1fOE,b60342a2 ,person                           ,44.64       ,0.21368699   ,0.35403734    ,0.2781685  ,0.7427589
c2B1ghS1fOE,b60342a2 ,person                           ,44.76       ,0.21430905   ,0.3533885     ,0.27912623 ,0.74355215
c2B1ghS1fOE,b60342a2 ,person                           ,44.88       ,0.21453789   ,0.3508057     ,0.27937973 ,0.7410753
c2B1ghS1fOE,b60342a2 ,person                           ,45.0        ,0.20895846   ,0.3429831     ,0.2943524  ,0.73040235
c2B1ghS1fOE,b60342a2 ,person                           ,45.12       ,0.21102859   ,0.33451286    ,0.29765242 ,0.72071767
c2B1ghS1fOE,b60342a2 ,person                           ,45.24       ,0.21111026   ,0.3277351     ,0.2978222  ,0.71385294
c2B1ghS1fOE,b60342a2 ,person                           ,45.36       ,0.2126905    ,0.32088083    ,0.29940245 ,0.7069987
c2B1ghS1fOE,b60342a2 ,person                           ,45.48       ,0.21427073   ,0.31402656    ,0.30098265 ,0.7001444
c2B1ghS1fOE,b60342a2 ,person                           ,45.6        ,0.35596755   ,0.17528817    ,0.74538934 ,0.98063684
c2B1ghS1fOE,b60342a2 ,person                           ,45.72       ,0.41651082   ,0.17002243    ,0.8236168  ,1.0
c2B1ghS1fOE,b60342a2 ,person                           ,45.84       ,0.6244718    ,0.3725611     ,0.7673664  ,0.789798
c2B1ghS1fOE,22e80fbe ,jeans                            ,41.04       ,0.076267794  ,0.6718346     ,0.13282786 ,0.8501777
c2B1ghS1fOE,22e80fbe ,jeans                            ,41.16       ,0.03054537   ,0.46660808    ,0.0791767  ,0.78043556
c2B1ghS1fOE,22e80fbe ,jeans                            ,41.28       ,0.027833024  ,0.45910296    ,0.076464355,0.77293044
c2B1ghS1fOE,22e80fbe ,jeans                            ,41.4        ,0.00139601   ,0.7003832     ,0.07571363 ,0.9887604
c2B1ghS1fOE,22e80fbe ,jeans                            ,41.52       ,0.010406322  ,0.7424959     ,0.10528508 ,1.0
c2B1ghS1fOE,22e80fbe ,jeans                            ,41.64       ,0.048730854  ,0.7350872     ,0.14775237 ,1.0
c2B1ghS1fOE,22e80fbe ,jeans                            ,41.76       ,0.07829973   ,0.72041667    ,0.19980437 ,1.0
c2B1ghS1fOE,22e80fbe ,jeans                            ,41.88       ,0.10127274   ,0.70633745    ,0.28135082 ,1.0
c2B1ghS1fOE,22e80fbe ,jeans                            ,42.0        ,0.13992758   ,0.69904995    ,0.3314895  ,1.0
c2B1ghS1fOE,22e80fbe ,jeans                            ,42.12       ,0.1832304    ,0.6756961     ,0.3566113  ,0.9870572
c2B1ghS1fOE,22e80fbe ,jeans                            ,42.24       ,0.20839478   ,0.673946      ,0.3818282  ,0.98507524
c2B1ghS1fOE,22e80fbe ,jeans                            ,42.36       ,0.25089747   ,0.670414      ,0.43230832 ,0.9957018
c2B1ghS1fOE,22e80fbe ,jeans                            ,42.48       ,0.2770227    ,0.66312003    ,0.4590125  ,0.9894354
c2B1ghS1fOE,22e80fbe ,jeans                            ,42.6        ,0.37955123   ,0.6486125     ,0.44840574 ,0.9404768
c2B1ghS1fOE,22e80fbe ,jeans                            ,42.72       ,0.36784804   ,0.5994801     ,0.4993638  ,0.9700042
c2B1ghS1fOE,22e80fbe ,jeans                            ,42.84       ,0.37550712   ,0.5068901     ,0.52339953 ,0.99479806
c2B1ghS1fOE,0852afe0 ,top                              ,41.04       ,0.076837584  ,0.51350707    ,0.13887599 ,0.708497
c2B1ghS1fOE,0852afe0 ,top                              ,41.16       ,0.079469025  ,0.52421206    ,0.14007854 ,0.69503343
c2B1ghS1fOE,0852afe0 ,top                              ,41.28       ,0.08504568   ,0.5236226     ,0.14596026 ,0.6944551
c2B1ghS1fOE,0852afe0 ,top                              ,41.4        ,0.09389579   ,0.5235208     ,0.15483165 ,0.6943541
c2B1ghS1fOE,0852afe0 ,top                              ,41.52       ,0.039821684  ,0.53106153    ,0.12787226 ,0.7163817
c2B1ghS1fOE,bb19d0be ,tire                             ,41.16       ,0.2284675    ,0.66336155    ,0.28545168 ,0.84165096
c2B1ghS1fOE,bb19d0be ,tire                             ,41.28       ,0.2284675    ,0.66336155    ,0.28545168 ,0.84165096
c2B1ghS1fOE,bb19d0be ,tire                             ,41.4        ,0.22997491   ,0.6676443     ,0.29437092 ,0.84589744
c2B1ghS1fOE,bb19d0be ,tire                             ,41.52       ,0.23349485   ,0.66429657    ,0.29860064 ,0.842453
c2B1ghS1fOE,bb19d0be ,tire                             ,41.64       ,0.23572294   ,0.6528512     ,0.29875737 ,0.83484626
c2B1ghS1fOE,bb19d0be ,tire                             ,41.76       ,0.2403361    ,0.64122236    ,0.30132192 ,0.8205066
c2B1ghS1fOE,bb19d0be ,tire                             ,41.88       ,0.24633852   ,0.6362233     ,0.30856943 ,0.818435
c2B1ghS1fOE,bb19d0be ,tire                             ,42.0        ,0.25360167   ,0.632545      ,0.31608227 ,0.81450874
c2B1ghS1fOE,bb19d0be ,tire                             ,42.12       ,0.25884894   ,0.62331516    ,0.32424715 ,0.81428206
c2B1ghS1fOE,bb19d0be ,tire                             ,42.24       ,0.265018     ,0.6180445     ,0.3304162  ,0.8090114
c2B1ghS1fOE,bb19d0be ,tire                             ,42.36       ,0.27290082   ,0.62856305    ,0.33851779 ,0.8202049
c2B1ghS1fOE,bb19d0be ,tire                             ,42.48       ,0.27326763   ,0.6186342     ,0.3388921  ,0.8102993
c2B1ghS1fOE,bb19d0be ,tire                             ,42.6        ,0.27315587   ,0.6505179     ,0.3358617  ,0.8331027
c2B1ghS1fOE,bb19d0be ,tire                             ,42.72       ,0.2830048    ,0.6428149     ,0.33728898 ,0.8213118
c2B1ghS1fOE,bb19d0be ,tire                             ,42.84       ,0.28455552   ,0.6398392     ,0.34145257 ,0.8068228
c2B1ghS1fOE,bb19d0be ,tire                             ,42.96       ,0.28104687   ,0.6186297     ,0.33932418 ,0.79742134
c2B1ghS1fOE,bb19d0be ,tire                             ,43.08       ,0.28161663   ,0.61015356    ,0.33989394 ,0.7889452
c2B1ghS1fOE,bb19d0be ,tire                             ,43.2        ,0.28218642   ,0.6016775     ,0.34046376 ,0.78046906
c2B1ghS1fOE,bb19d0be ,tire                             ,43.32       ,0.26156777   ,0.6239645     ,0.31937575 ,0.7943021
c2B1ghS1fOE,bb19d0be ,tire                             ,43.44       ,0.25497478   ,0.62369514    ,0.3130301  ,0.79930395
c2B1ghS1fOE,bb19d0be ,tire                             ,43.56       ,0.24927144   ,0.6246869     ,0.30834144 ,0.79973686
c2B1ghS1fOE,bb19d0be ,tire                             ,43.68       ,0.24694364   ,0.6275042     ,0.3028722  ,0.80070233
c2B1ghS1fOE,bb19d0be ,tire                             ,43.8        ,0.24566011   ,0.63376725    ,0.3010385  ,0.80486774
c2B1ghS1fOE,bb19d0be ,tire                             ,43.92       ,0.24956912   ,0.63451844    ,0.30494025 ,0.80512947
c2B1ghS1fOE,bb19d0be ,tire                             ,44.04       ,0.26576668   ,0.61924064    ,0.32204783 ,0.79419374
c2B1ghS1fOE,bb19d0be ,tire                             ,44.16       ,0.27555695   ,0.59036505    ,0.33355084 ,0.7688148
c2B1ghS1fOE,bb19d0be ,tire                             ,44.28       ,0.28150862   ,0.567381      ,0.3365765  ,0.74440277
c2B1ghS1fOE,bb19d0be ,tire                             ,44.4        ,0.28826582   ,0.5696435     ,0.34594953 ,0.74105436
c2B1ghS1fOE,bb19d0be ,tire                             ,44.52       ,0.30647722   ,0.5766077     ,0.36119288 ,0.7435182
c2B1ghS1fOE,bb19d0be ,tire                             ,44.64       ,0.31840277   ,0.57053536    ,0.3741985  ,0.74420726
c2B1ghS1fOE,bb19d0be ,tire                             ,44.76       ,0.3317168    ,0.5686626     ,0.38563722 ,0.7360002
c2B1ghS1fOE,bb19d0be ,tire                             ,44.88       ,0.34039053   ,0.5681282     ,0.39418662 ,0.7297362
c2B1ghS1fOE,bb19d0be ,tire                             ,45.0        ,0.3457429    ,0.5585975     ,0.40228957 ,0.72433597
c2B1ghS1fOE,bb19d0be ,tire                             ,45.12       ,0.35145378   ,0.55403256    ,0.4086353  ,0.71438426
c2B1ghS1fOE,bb19d0be ,tire                             ,45.24       ,0.35350612   ,0.5482519     ,0.41084588 ,0.7099088
c2B1ghS1fOE,bb19d0be ,tire                             ,45.36       ,0.34879476   ,0.54326266    ,0.4074294  ,0.70861685
c2B1ghS1fOE,bb19d0be ,tire                             ,45.48       ,0.34878597   ,0.54285467    ,0.40870893 ,0.7061399
c2B1ghS1fOE,f90f8d82 ,top                              ,41.16       ,0.28288367   ,0.51710594    ,0.35318962 ,0.710116
c2B1ghS1fOE,f90f8d82 ,top                              ,41.28       ,0.310832     ,0.5052851     ,0.36952242 ,0.71562684
c2B1ghS1fOE,f90f8d82 ,top                              ,41.4        ,0.3531768    ,0.47793934    ,0.44436547 ,0.7173129
c2B1ghS1fOE,f90f8d82 ,top                              ,41.52       ,0.36235958   ,0.47709796    ,0.45743543 ,0.71471703
c2B1ghS1fOE,f90f8d82 ,top                              ,41.64       ,0.36075413   ,0.4686633     ,0.4611575  ,0.7014153
c2B1ghS1fOE,f90f8d82 ,top                              ,41.76       ,0.42790937   ,0.47489512    ,0.4917505  ,0.6954895
c2B1ghS1fOE,f90f8d82 ,top                              ,41.88       ,0.3914221    ,0.46599635    ,0.49230844 ,0.656757
c2B1ghS1fOE,f90f8d82 ,top                              ,42.0        ,0.38905618   ,0.4550594     ,0.49072376 ,0.6525906
c2B1ghS1fOE,f90f8d82 ,top                              ,42.12       ,0.40035993   ,0.45371345    ,0.50193006 ,0.65095806
c2B1ghS1fOE,f90f8d82 ,top                              ,42.24       ,0.41060513   ,0.4536158     ,0.51584935 ,0.67393893
c2B1ghS1fOE,f90f8d82 ,top                              ,42.36       ,0.43771076   ,0.48328987    ,0.54316294 ,0.7040855
c2B1ghS1fOE,f90f8d82 ,top                              ,42.48       ,0.44400543   ,0.46161583    ,0.554545   ,0.6927514
c2B1ghS1fOE,f90f8d82 ,top                              ,42.6        ,0.4443392    ,0.45473874    ,0.5571257  ,0.69170034
c2B1ghS1fOE,f90f8d82 ,top                              ,42.72       ,0.45251727   ,0.45132616    ,0.5607104  ,0.6913632
c2B1ghS1fOE,e98dab75 ,pants                            ,41.16       ,0.17227766   ,0.4912685     ,0.23778191 ,0.6486417
c2B1ghS1fOE,e98dab75 ,pants                            ,41.28       ,0.36649135   ,0.698168      ,0.4349798  ,0.9072666
c2B1ghS1fOE,e98dab75 ,pants                            ,41.4        ,0.3707937    ,0.70512146    ,0.4465197  ,0.9133081
c2B1ghS1fOE,e98dab75 ,pants                            ,41.52       ,0.3729291    ,0.6958271     ,0.44847816 ,0.9210903
c2B1ghS1fOE,e98dab75 ,pants                            ,41.64       ,0.36509228   ,0.68891865    ,0.4621207  ,0.91987526
c2B1ghS1fOE,e98dab75 ,pants                            ,41.76       ,0.36889258   ,0.68833435    ,0.46592098 ,0.91929096
c2B1ghS1fOE,e98dab75 ,pants                            ,41.88       ,0.46096018   ,0.6864121     ,0.5316785  ,0.84968853
c2B1ghS1fOE,e98dab75 ,pants                            ,42.0        ,0.49985048   ,0.6683497     ,0.56769365 ,0.8724922
c2B1ghS1fOE,e98dab75 ,pants                            ,42.12       ,0.53774214   ,0.6610603     ,0.6036408  ,0.8792621
c2B1ghS1fOE,e98dab75 ,pants                            ,42.24       ,0.5714106    ,0.6661734     ,0.6370556  ,0.8842396
c2B1ghS1fOE,e98dab75 ,pants                            ,42.36       ,0.6015202    ,0.68445015    ,0.6642483  ,0.8934894
c2B1ghS1fOE,e98dab75 ,pants                            ,42.48       ,0.6330279    ,0.6852198     ,0.7055055  ,0.88910437
c2B1ghS1fOE,e98dab75 ,pants                            ,42.6        ,0.6293159    ,0.62368226    ,0.6829808  ,0.8642106
c2B1ghS1fOE,e98dab75 ,pants                            ,42.72       ,0.6367381    ,0.6065284     ,0.69279486 ,0.8583904
c2B1ghS1fOE,e98dab75 ,pants                            ,42.84       ,0.6263122    ,0.5952346     ,0.6737463  ,0.8409275
c2B1ghS1fOE,e98dab75 ,pants                            ,42.96       ,0.61621374   ,0.5893567     ,0.6591276  ,0.8285895
c2B1ghS1fOE,e98dab75 ,pants                            ,43.08       ,0.59962845   ,0.58217484    ,0.65018713 ,0.8248534
c2B1ghS1fOE,e98dab75 ,pants                            ,43.2        ,0.5867099    ,0.5809589     ,0.642854   ,0.8236271
c2B1ghS1fOE,e98dab75 ,pants                            ,43.32       ,0.58057064   ,0.57671666    ,0.63681304 ,0.8197444
c2B1ghS1fOE,e98dab75 ,pants                            ,43.44       ,0.5717063    ,0.5736933     ,0.62795573 ,0.81674683
c2B1ghS1fOE,e98dab75 ,pants                            ,43.56       ,0.56650114   ,0.6211803     ,0.6205752  ,0.85392016
c2B1ghS1fOE,e98dab75 ,pants                            ,43.68       ,0.5662765    ,0.62022066    ,0.6201957  ,0.85222644
c2B1ghS1fOE,e98dab75 ,pants                            ,43.8        ,0.56654567   ,0.6082246     ,0.62261486 ,0.850423
c2B1ghS1fOE,e98dab75 ,pants                            ,43.92       ,0.5716957    ,0.5973893     ,0.62793267 ,0.84038305
c2B1ghS1fOE,e98dab75 ,pants                            ,44.04       ,0.5899657    ,0.5925537     ,0.6617992  ,0.8260661
c2B1ghS1fOE,e98dab75 ,pants                            ,44.16       ,0.6158561    ,0.5693781     ,0.67556196 ,0.79745406
c2B1ghS1fOE,e98dab75 ,pants                            ,44.28       ,0.6239385    ,0.5482917     ,0.68332654 ,0.78112876
c2B1ghS1fOE,e98dab75 ,pants                            ,44.4        ,0.63212913   ,0.54230183    ,0.6924349  ,0.78029025
c2B1ghS1fOE,e98dab75 ,pants                            ,44.52       ,0.64832586   ,0.5472833     ,0.7108337  ,0.7823342
c2B1ghS1fOE,e98dab75 ,pants                            ,44.64       ,0.65819204   ,0.5425418     ,0.7250857  ,0.78108835
c2B1ghS1fOE,e98dab75 ,pants                            ,44.76       ,0.66191745   ,0.53655356    ,0.74000007 ,0.7792239
c2B1ghS1fOE,e98dab75 ,pants                            ,44.88       ,0.6573481    ,0.5372877     ,0.74910134 ,0.7740352
c2B1ghS1fOE,e98dab75 ,pants                            ,45.0        ,0.6594142    ,0.53797877    ,0.75432104 ,0.7695104
c2B1ghS1fOE,e98dab75 ,pants                            ,45.12       ,0.6634131    ,0.5319328     ,0.7490629  ,0.7626223
c2B1ghS1fOE,e98dab75 ,pants                            ,45.24       ,0.6550693    ,0.530563      ,0.74404603 ,0.7587509
c2B1ghS1fOE,e98dab75 ,pants                            ,45.36       ,0.6478037    ,0.52619845    ,0.72457534 ,0.74657065
c2B1ghS1fOE,e98dab75 ,pants                            ,45.48       ,0.6344132    ,0.5283124     ,0.70115113 ,0.7582369
c2B1ghS1fOE,e98dab75 ,pants                            ,45.6        ,0.618581     ,0.52188784    ,0.688984   ,0.73478454
c2B1ghS1fOE,a6ad09c4 ,person                           ,41.28       ,0.33339995   ,0.3959287     ,0.42818457 ,0.976946
c2B1ghS1fOE,a6ad09c4 ,person                           ,41.4        ,0.3398856    ,0.37728044    ,0.47717988 ,0.9873564
c2B1ghS1fOE,a6ad09c4 ,person                           ,41.52       ,0.3398788    ,0.37774858    ,0.47663894 ,0.98749626
c2B1ghS1fOE,a6ad09c4 ,person                           ,41.64       ,0.3398134    ,0.37208357    ,0.47653514 ,0.9818076
c2B1ghS1fOE,a6ad09c4 ,person                           ,41.76       ,0.34996748   ,0.36308408    ,0.4844241  ,0.99181736
c2B1ghS1fOE,a6ad09c4 ,person                           ,41.88       ,0.35806584   ,0.36296752    ,0.49172205 ,0.99210286
c2B1ghS1fOE,a6ad09c4 ,person                           ,42.0        ,0.3706163    ,0.3615169     ,0.5042145  ,0.9906813
c2B1ghS1fOE,a6ad09c4 ,person                           ,42.12       ,0.39058286   ,0.37167227    ,0.52895534 ,0.91905046
c2B1ghS1fOE,a6ad09c4 ,person                           ,42.24       ,0.40696403   ,0.35534012    ,0.54525155 ,0.8961063
c2B1ghS1fOE,a6ad09c4 ,person                           ,42.36       ,0.4331259    ,0.34097046    ,0.57793504 ,0.9057812
c2B1ghS1fOE,a6ad09c4 ,person                           ,42.48       ,0.45587084   ,0.35874897    ,0.58896273 ,0.8556224
c2B1ghS1fOE,a6ad09c4 ,person                           ,42.6        ,0.46187732   ,0.3558832     ,0.59398174 ,0.846616
c2B1ghS1fOE,a6ad09c4 ,person                           ,42.72       ,0.4639734    ,0.3545837     ,0.5960099  ,0.84489405
c2B1ghS1fOE,a6ad09c4 ,person                           ,42.84       ,0.3904491    ,0.31066036    ,0.6085363  ,0.9649382
c2B1ghS1fOE,a6ad09c4 ,person                           ,42.96       ,0.3726012    ,0.32406506    ,0.5963501  ,0.98978233
c2B1ghS1fOE,a6ad09c4 ,person                           ,43.08       ,0.36169335   ,0.33244932    ,0.58587825 ,0.99904764
c2B1ghS1fOE,a6ad09c4 ,person                           ,43.2        ,0.41728863   ,0.33581543    ,0.56219214 ,0.9981964
c2B1ghS1fOE,a6ad09c4 ,person                           ,43.32       ,0.43313855   ,0.335958      ,0.5718944  ,0.99716014
c2B1ghS1fOE,a6ad09c4 ,person                           ,43.44       ,0.44586882   ,0.34961477    ,0.5783827  ,0.9810804
c2B1ghS1fOE,a6ad09c4 ,person                           ,43.56       ,0.45871294   ,0.33976912    ,0.5787955  ,0.98874533
c2B1ghS1fOE,a6ad09c4 ,person                           ,43.68       ,0.46228495   ,0.33846253    ,0.58113134 ,0.9883884
c2B1ghS1fOE,a6ad09c4 ,person                           ,43.8        ,0.46365556   ,0.33949658    ,0.5824125  ,0.9894912
c2B1ghS1fOE,a6ad09c4 ,person                           ,43.92       ,0.46950123   ,0.3371679     ,0.5867157  ,0.99784315
c2B1ghS1fOE,a6ad09c4 ,person                           ,44.04       ,0.47553524   ,0.32399565    ,0.59707415 ,1.0
c2B1ghS1fOE,a6ad09c4 ,person                           ,44.16       ,0.4831587    ,0.2990393     ,0.5999362  ,0.9614531
c2B1ghS1fOE,a6ad09c4 ,person                           ,44.28       ,0.48749548   ,0.25693598    ,0.6065747  ,0.99130034
c2B1ghS1fOE,a6ad09c4 ,person                           ,44.4        ,0.48804456   ,0.24100114    ,0.612608   ,0.9949943
c2B1ghS1fOE,a6ad09c4 ,person                           ,44.52       ,0.50142056   ,0.2534033     ,0.6205906  ,0.9908066
c2B1ghS1fOE,a6ad09c4 ,person                           ,44.64       ,0.51509494   ,0.26126325    ,0.6464516  ,0.9916244
c2B1ghS1fOE,a6ad09c4 ,person                           ,44.76       ,0.5265089    ,0.2647864     ,0.65849185 ,0.9940386
c2B1ghS1fOE,a6ad09c4 ,person                           ,44.88       ,0.5333388    ,0.2631569     ,0.66536653 ,0.9923297
c2B1ghS1fOE,a6ad09c4 ,person                           ,45.0        ,0.51568437   ,0.27454007    ,0.68615115 ,0.9954821
c2B1ghS1fOE,a6ad09c4 ,person                           ,45.12       ,0.51055944   ,0.2780175     ,0.68378437 ,0.9975691
c2B1ghS1fOE,a6ad09c4 ,person                           ,45.24       ,0.4931842    ,0.27743277    ,0.6666064  ,0.99688494
c2B1ghS1fOE,a6ad09c4 ,person                           ,45.36       ,0.4508366    ,0.23813687    ,0.64100295 ,1.0
c2B1ghS1fOE,a6ad09c4 ,person                           ,45.48       ,0.42791077   ,0.23468669    ,0.6192264  ,1.0
c2B1ghS1fOE,a6ad09c4 ,person                           ,45.6        ,0.41075635   ,0.21880333    ,0.61085945 ,1.0
c2B1ghS1fOE,a6ad09c4 ,person                           ,45.72       ,0.2702896    ,0.21919745    ,0.64996046 ,0.98877424
c2B1ghS1fOE,a6ad09c4 ,person                           ,45.84       ,0.2916722    ,0.20709838    ,0.68369067 ,0.97526264
c2B1ghS1fOE,45a60884 ,wheel                            ,41.28       ,0.22629888   ,0.66850984    ,0.28739572 ,0.84488744
c2B1ghS1fOE,70a13a11 ,car                              ,41.4        ,0.24399062   ,0.18534194    ,0.7178153  ,0.8460458
c2B1ghS1fOE,70a13a11 ,car                              ,41.52       ,0.24843077   ,0.18333635    ,0.7218689  ,0.84306014
c2B1ghS1fOE,70a13a11 ,car                              ,41.64       ,0.25300267   ,0.17387396    ,0.7264402  ,0.8335963
c2B1ghS1fOE,70a13a11 ,car                              ,41.76       ,0.19914041   ,0.1449113     ,0.75183296 ,0.8445357
c2B1ghS1fOE,70a13a11 ,car                              ,41.88       ,0.19739999   ,0.14060085    ,0.7555634  ,0.84186107
c2B1ghS1fOE,70a13a11 ,car                              ,42.0        ,0.2043544    ,0.13895637    ,0.7629173  ,0.840336
c2B1ghS1fOE,70a13a11 ,car                              ,42.12       ,0.27161816   ,0.15697345    ,0.7381518  ,0.8190783
c2B1ghS1fOE,70a13a11 ,car                              ,42.24       ,0.28980932   ,0.15984866    ,0.7496898  ,0.8184483
c2B1ghS1fOE,70a13a11 ,car                              ,42.36       ,0.31287217   ,0.17033054    ,0.75197756 ,0.7990299
c2B1ghS1fOE,70a13a11 ,car                              ,42.48       ,0.23380515   ,0.17130151    ,0.6728707  ,0.80043507
c2B1ghS1fOE,70a13a11 ,car                              ,42.6        ,0.25638774   ,0.16043228    ,0.7157668  ,0.8192649
c2B1ghS1fOE,70a13a11 ,car                              ,42.72       ,0.2805948    ,0.16093843    ,0.7414298  ,0.8218997
c2B1ghS1fOE,70a13a11 ,car                              ,42.84       ,0.25197214   ,0.16952606    ,0.7968318  ,0.8266091
c2B1ghS1fOE,70a13a11 ,car                              ,42.96       ,0.25804296   ,0.17048967    ,0.80767214 ,0.8261554
c2B1ghS1fOE,70a13a11 ,car                              ,43.08       ,0.25780186   ,0.16827354    ,0.80777526 ,0.82383704
c2B1ghS1fOE,70a13a11 ,car                              ,43.2        ,0.26135522   ,0.1743111     ,0.78405803 ,0.806881
c2B1ghS1fOE,70a13a11 ,car                              ,43.32       ,0.25521448   ,0.1724581     ,0.7756969  ,0.80315685
c2B1ghS1fOE,70a13a11 ,car                              ,43.44       ,0.24024214   ,0.15693857    ,0.784498   ,0.8171565
